Company Name,Ticker,Exchange,Sector,Industry,Optionable,Last Close,Beta,Market Cap (mil),Month of Fiscal Yr End,P/E (Trailing 12 Months),P/E (F1),P/E (F2),F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,EPS Growth F1,EPS Growth F2,F1 PEG,F2 PEG,PEG Ratio
SEMrush,SEMR,NYSE,Computer and Technology,Internet - Software,YES,10.01,1.18,1421.76,12,,1201.2,96.87,-0.2,0.01,0.1,-1.05,9.0,-11.440000000000001,0.10763333333333334,
SMART Global,SGH,NSDQ,Computer and Technology,Electronics - Semiconductors,YES,27.13,1.46,1358.34,8,9.01,10.2,11.69,3.47,2.66,2.32,-0.23342939481268013,-0.12781954887218056,-0.43696296296296294,-0.9145705882352932,
SIGMA LITHIUM,SGML,NSDQ,Computer and Technology,Electronics - Miscellaneous Products,YES,40.54,0.32,4362.51,12,,14.44,4.59,-0.38,2.81,8.83,-8.394736842105264,2.1423487544483986,-0.017201253918495297,0.021425083056478406,
Shopify,SHOP,NYSE,Computer and Technology,Internet - Services,YES,68.68,2.02,87677.13,12,2289.33,216.73,120.08,-0.03,0.32,0.57,-11.666666666666666,0.7812499999999998,-0.18576857142857145,1.5370240000000006,
Silicon Motion Technology,SIMO,NSDQ,Computer and Technology,Electronics - Semiconductors,YES,63.25,0.94,2090.66,12,12.75,24.53,14.4,6.6,2.58,4.39,-0.609090909090909,0.701550387596899,-0.4027313432835822,0.20525966850828736,4.91
SiTime,SITM,NSDQ,Computer and Technology,Electronics - Miscellaneous Products,YES,129.59,1.87,2844.5,12,46.12,1388.46,101.77,3.57,0.09,1.27,-0.9747899159663866,13.11111111111111,-14.243684482758619,0.07762118644067796,
Silicon Laboratories,SLAB,NSDQ,Computer and Technology,Semiconductor - Analog and Mixed,YES,165.49,1.09,5278.99,12,34.4,37.26,30.44,4.41,4.44,5.44,0.00680272108843543,0.2252252252252252,54.77219999999954,1.351536,
Smartsheet,SMAR,NYSE,Computer and Technology,Internet - Software,YES,42.88,0.95,5729.13,1,306.29,104.22,74.48,-0.31,0.41,0.58,-2.32258064516129,0.4146341463414634,-0.44872500000000004,1.7962823529411767,
Semtech,SMTC,NSDQ,Computer and Technology,Semiconductor - Analog and Mixed,YES,29.43,1.7,1882.28,1,14.64,54.79,17.59,2.8,0.54,1.67,-0.8071428571428572,2.092592592592592,-0.6788141592920354,0.08405840707964604,3.65
Snap,SNAP,NYSE,Computer and Technology,Internet - Software,YES,13.47,1.23,21575.83,12,64.14,319.03,73.47,0.16,0.04,0.18,-0.75,3.4999999999999996,-4.253733333333333,0.20991428571428575,23.12
Snowflake,SNOW,NYSE,Computer and Technology,Internet - Software,YES,184.21,0.75,60034.04,1,449.29,359.08,213.95,0.22,0.51,0.86,1.3181818181818183,0.6862745098039215,2.7240551724137925,3.1175571428571436,
Synopsys,SNPS,NSDQ,Computer and Technology,Computer - Software,YES,461.18,1.13,70191.59,10,50.29,42.64,37.72,8.85,10.81,12.23,0.22146892655367242,0.13135985198889916,1.925326530612244,2.8715014084507042,2.73
TD SYNNEX,SNX,NYSE,Computer and Technology,Business - Software Services,YES,98.12,1.61,9199.15,11,8.5,9.11,8.25,11.4,10.77,11.9,-0.05526315789473691,0.10492107706592393,-1.6484761904761882,0.7863053097345126,1.09
Splunk,SPLK,NSDQ,Computer and Technology,Internet - Software,YES,111.07,1.28,18393.19,1,35.37,35.51,30.85,1.8,3.13,3.6,0.7388888888888888,0.15015974440894575,0.4805864661654135,2.0544787234042547,1.44
